intent,example
紹介来店,前にも行ったんですけど、紹介割ありますか？
紹介来店,すみません、初めてで紹介なんですけど
紹介来店,友人が行って良かったって
紹介来店,さっき電話した者ですけど、知り合いから紹介されました
紹介来店,えーとですね、紹介割ありますか？
紹介来店,20時に紹介で予約できますか
紹介来店,電波悪いかもですけど、友達に聞いて電話しました
紹介来店,日曜に紹介で予約できますか
紹介来店,ちょっと酔ってるんだけど、友達に聞いて電話しました
紹介来店,今いいですか、知り合いから紹介されました
紹介来店,すみません、知り合いから紹介されました
紹介来店,19時に紹介で予約できますか
紹介来店,友達に美咲さんがいいって聞きました
紹介来店,出先なんですけど、友達に聞いて電話しました
紹介来店,初めてなんですけど、知り合いから紹介されました
紹介来店,知り合いの名前出せばいいですか
紹介来店,LINEで紹介されました
紹介来店,あの、紹介で電話しました
紹介来店,初めてで紹介なんですけど
紹介来店,紹介って伝えればいい？
紹介来店,すみません、友達に聞いて電話しました
紹介来店,えっと、紹介で予約したいです
紹介来店,ちょっと、友達に聞いて電話しました
紹介来店,あー、知り合いから紹介されました
紹介来店,えっと、友達に聞いて電話しました
紹介来店,同僚から聞いて電話しました
紹介来店,あの、知り合いから紹介されました
紹介来店,紹介扱いになりますか
紹介来店,会社の先輩に玲奈さんがいいって聞きました
紹介来店,もしもし、会社の先輩から聞きました
紹介来店,知り合いの紹介です
紹介来店,ちょっと酔ってるんだけど、知り合いから紹介されました
紹介来店,飲み屋の人が前に行ったらしくて
紹介来店,紹介割ありますか？
紹介来店,紹介カードあります
紹介来店,同僚の名前出せばいいですか
紹介来店,今いいですか、紹介者の名前言えばいいですか
紹介来店,仕事終わりなんですけど、友達に聞いて電話しました
紹介来店,紹介してくれた人の名前出せばいいですか
紹介来店,えーとですね、友達に聞いて電話しました
紹介来店,紹介してくれた人から聞いて電話しました
紹介来店,仕事終わりに紹介で予約できますか
紹介来店,飲み屋の人から聞いて電話しました
紹介来店,同僚の紹介で初回です
紹介来店,山田さんの名前出せばいいですか
紹介来店,同僚から場所聞きました
紹介来店,今いいですか、常連さんに教えてもらいました
紹介来店,紹介者の名前ちょっと忘れた
紹介来店,仕事終わりなんですけど、紹介で予約したいです
紹介来店,前に来た友人の名前出せばいいですか
紹介来店,初めてなんですけど、紹介者の名前言えばいいですか
紹介来店,すみません、紹介で予約したいです
紹介来店,知り合いに葵さんがいいって聞きました
紹介来店,前にも行ったんですけど、紹介者の名前言えばいいですか
紹介来店,すみません、紹介割ありますか？
紹介来店,悪いんだけど、紹介で電話しました
紹介来店,常連の人から聞いて電話しました
紹介来店,高橋って名前で紹介扱いできます？
紹介来店,あー、常連さんに教えてもらいました
紹介来店,常連さんに教えてもらいました
紹介来店,えっと、常連さんに教えてもらいました
紹介来店,あの、紹介者の名前言えばいいですか
紹介来店,悪いんだけど、紹介で予約したいです
紹介来店,さっき電話した者ですけど、紹介者の名前言えばいいですか
紹介来店,前にも行ったんですけど、紹介で電話しました
紹介来店,同僚の紹介です
紹介来店,飲み屋の人にベテランの方がいいって聞きました
紹介来店,ちょっと酔ってるんだけど、常連さんに教えてもらいました
紹介来店,友達が前に行ったらしくて
紹介来店,佐藤さんから場所聞きました
紹介来店,電波悪いかもですけど、紹介で電話しました
紹介来店,同僚に話しやすい人がいいって聞きました
紹介来店,お兄さん、紹介で予約したいです
紹介来店,えーとですね、初めてで紹介なんですけど
紹介来店,佐藤さんの紹介です
紹介来店,ちょっと、紹介割ありますか？
紹介来店,初めてなんですけど、紹介割ありますか？
紹介来店,佐藤さんから聞いて電話しました
紹介来店,飲み屋の人から一番安いやつすすめられました
紹介来店,知り合いから紹介されました
紹介来店,鈴木って名前で紹介扱いできます？
紹介来店,21時くらいに紹介で予約できますか
紹介来店,今日紹介で予約できますか
紹介来店,前に来た友人に落ち着いた人がいいって聞きました
紹介来店,初めてなんですけど、初めてで紹介なんですけど
紹介来店,紹介で予約したいです
紹介来店,すみません、紹介で電話しました
紹介来店,急でごめん、紹介者の名前言えばいいですか
紹介来店,常連の人の紹介です
紹介来店,友達から場所聞きました
紹介来店,田中って名前で紹介扱いできます？
紹介来店,飲んでてすみません、紹介者の名前言えばいいですか
紹介来店,えーとですね、知り合いから紹介されました
紹介来店,すいません、常連さんに教えてもらいました
